x,fano_profile
1.40912,0.4660047762906111
1.4093,0.46717821658475017
1.4094799999999998,0.4683470613243438
1.40966,0.4695113328173636
1.40984,0.47067105328578007
1.4100199999999998,0.47182624486488145
1.4102,0.47297692960262944
1.41038,0.47412312945903423
1.4105599999999998,0.47526486630557735
1.4107399999999999,0.4764021619246657
1.41092,0.4775350380091042
1.4111,0.47866351616161396
1.4112799999999999,0.47978761789437047
1.41146,0.48090736462857947
1.41164,0.48202277769406676
1.4118199999999999,0.4831338783289075
1.412,0.4842406876790822
1.41218,0.4853432267981448
1.41236,0.4864415166469314
1.41254,0.48753557809328235
1.41272,0.4886254319117977
1.4129,0.4897110987836012
1.41308,0.49079259929613883
1.41326,0.4918699539429976
1.41344,0.49294318312373486
1.4136199999999999,0.49401230714373817
1.4138,0.4950773462141056
1.41398,0.4961383204515327
1.4141599999999999,0.49719524987823
1.41434,0.4982481544218577
1.41452,0.49929705391546697
1.4146999999999998,0.5003419680974688
1.41488,0.501382916611619
1.41506,0.5024199190070083
1.4152399999999998,0.5034529947380786
1.41542,0.5044821631646537
1.4156,0.5055074435519734
1.4157799999999998,0.5065288550707532
1.4159599999999999,0.5075464167972561
1.41614,0.5085601477133679
1.41632,0.5095700667066958
1.4164999999999999,0.5105761925706733
1.41668,0.5115785440046832
1.41686,0.5125771396141796
1.4170399999999999,0.5135719979108334
1.41722,0.5145631373126869
1.4174,0.5155505761443079
1.4175799999999998,0.5165343326369661
1.41776,0.5175144249288176
1.41794,0.5184908710650878
1.41812,0.5194636889982772
1.4183,0.5204328965883659
1.41848,0.5213985116030363
1.41866,0.5223605517178896
1.4188399999999999,0.5233190345166828
1.41902,0.5242739774915722
1.4192,0.5252253980433529
1.4193799999999999,0.5261733134817171
1.41956,0.5271177410255189
1.41974,0.5280586978030342
1.4199199999999998,0.5289962008522375
1.4201,0.529930267121086
1.42028,0.5308609134677975
1.4204599999999998,0.5317881566611443
1.42064,0.5327120133807535
1.42082,0.533632500217401
1.4209999999999998,0.5345496336733215
1.4211799999999999,0.5354634301625222
1.42136,0.5363739060110917
1.42154,0.5372810774575244
1.4217199999999999,0.5381849606530411
1.4219,0.5390855716619223
1.42208,0.5399829264618318
1.4222599999999999,0.5408770409441557
1.42244,0.5417679309143445
1.42262,0.5426556120922472
1.4227999999999998,0.54354010011246
1.42298,0.5444214105246771
